Weight,"202","203","204","205","206","207","208","224","225","226"
Ltr,5.50 ,5.75 ,6.00 ,6.25 ,6.50 ,6.75 ,7.00 ,10.00 ,9.75 ,14.00 
1,6.00 ,6.25 ,6.50 ,6.75 ,7.25 ,7.75 ,8.00 ,11.25 ,10.75 ,22.50 
2,6.25 ,6.75 ,7.25 ,7.50 ,8.25 ,8.50 ,9.00 ,12.50 ,12.25 ,24.00 
3,6.75 ,7.25 ,8.00 ,8.50 ,9.25 ,9.75 ,10.00 ,14.00 ,14.25 ,25.50 
4,7.25 ,7.75 ,8.75 ,9.50 ,10.50 ,11.00 ,11.50 ,15.25 ,15.75 ,26.75 
5,7.75 ,8.50 ,9.50 ,10.50 ,12.00 ,12.50 ,13.00 ,16.50 ,17.00 ,27.75 
6,8.50 ,9.25 ,10.50 ,11.50 ,13.50 ,14.25 ,14.75 ,18.50 ,18.75 ,28.75 
7,9.00 ,10.00 ,11.50 ,12.75 ,15.00 ,15.75 ,16.50 ,20.00 ,20.00 ,30.00 
8,9.50 ,10.75 ,12.25 ,14.00 ,16.50 ,17.50 ,18.25 ,21.50 ,21.25 ,31.50 
9,10.00 ,11.25 ,13.25 ,15.25 ,17.75 ,18.75 ,19.50 ,23.25 ,22.75 ,32.50 
10,10.50 ,12.00 ,14.00 ,16.25 ,19.00 ,20.00 ,20.75 ,25.00 ,24.00 ,34.00 
11,11.00 ,12.50 ,15.00 ,17.25 ,20.25 ,21.25 ,22.00 ,26.75 ,25.75 ,35.00 
12,11.50 ,13.25 ,15.75 ,18.25 ,21.50 ,22.50 ,23.25 ,28.00 ,27.50 ,36.25 
13,12.25 ,13.75 ,16.50 ,19.25 ,22.75 ,23.50 ,24.50 ,29.25 ,29.00 ,37.00 
14,12.75 ,14.50 ,17.50 ,20.25 ,24.00 ,24.75 ,25.75 ,30.50 ,30.50 ,38.50 
15,13.25 ,15.00 ,18.25 ,21.25 ,25.25 ,26.00 ,27.00 ,32.25 ,32.00 ,40.75 
16,13.75 ,15.75 ,19.00 ,22.25 ,26.50 ,27.25 ,28.25 ,33.50 ,33.50 ,42.25 
17,14.25 ,16.25 ,20.00 ,23.25 ,27.75 ,28.75 ,29.50 ,34.75 ,34.75 ,43.25 
18,14.75 ,17.00 ,20.75 ,24.00 ,29.00 ,30.00 ,31.00 ,36.25 ,36.25 ,45.00 
19,15.25 ,17.50 ,21.50 ,25.00 ,30.25 ,31.75 ,32.75 ,37.50 ,37.25 ,46.00 
20,15.75 ,18.25 ,22.25 ,26.00 ,31.50 ,33.25 ,34.50 ,39.25 ,38.50 ,47.25 
21,16.25 ,18.75 ,23.00 ,27.00 ,32.75 ,34.75 ,36.25 ,41.00 ,40.00 ,49.00 
22,16.75 ,19.50 ,23.75 ,27.75 ,34.00 ,36.50 ,38.00 ,42.50 ,41.00 ,50.25 
23,17.25 ,20.00 ,24.50 ,28.75 ,35.25 ,38.00 ,39.50 ,44.25 ,42.00 ,51.50 
24,17.75 ,20.50 ,25.25 ,29.75 ,36.50 ,39.50 ,41.00 ,46.00 ,43.00 ,53.00 
25,18.25 ,21.25 ,26.00 ,30.75 ,37.75 ,40.75 ,42.50 ,47.25 ,44.25 ,54.25 
26,18.75 ,21.75 ,26.75 ,31.50 ,39.00 ,42.00 ,44.00 ,48.75 ,45.25 ,55.50 
27,19.50 ,22.50 ,27.50 ,32.50 ,40.25 ,43.50 ,45.50 ,50.00 ,46.25 ,56.50 
28,20.00 ,23.00 ,28.25 ,33.50 ,41.50 ,44.75 ,47.00 ,51.25 ,47.25 ,57.50 
29,20.50 ,23.75 ,29.00 ,34.25 ,42.75 ,46.25 ,48.50 ,52.50 ,48.25 ,58.50 
30,21.00 ,24.25 ,29.75 ,35.25 ,44.00 ,47.50 ,50.00 ,54.25 ,49.50 ,59.75 
31,21.50 ,24.75 ,30.75 ,36.25 ,45.25 ,49.00 ,51.50 ,55.25 ,50.25 ,60.50 
32,22.00 ,25.50 ,31.50 ,37.00 ,46.50 ,50.25 ,52.75 ,56.25 ,51.00 ,61.25 
33,22.50 ,26.00 ,32.25 ,38.00 ,47.75 ,51.50 ,54.00 ,57.50 ,51.75 ,61.75 
34,23.00 ,26.75 ,33.00 ,38.75 ,49.00 ,53.00 ,55.50 ,58.50 ,52.50 ,62.25 
35,23.50 ,27.25 ,33.75 ,39.75 ,50.25 ,54.25 ,56.75 ,59.50 ,53.50 ,62.75 
36,24.00 ,28.00 ,34.50 ,40.50 ,51.50 ,55.50 ,58.00 ,60.50 ,54.50 ,63.75 
37,24.50 ,28.50 ,35.25 ,41.50 ,52.75 ,57.00 ,59.25 ,61.50 ,55.50 ,64.75 
38,25.00 ,29.25 ,36.00 ,42.25 ,54.00 ,58.25 ,60.75 ,62.50 ,56.50 ,66.25 
39,25.75 ,29.75 ,36.75 ,43.25 ,55.00 ,59.50 ,62.25 ,63.50 ,57.50 ,68.00 
40,26.25 ,30.50 ,37.50 ,44.00 ,56.25 ,60.75 ,63.50 ,64.50 ,58.50 ,69.75 
41,26.75 ,31.25 ,38.25 ,45.00 ,57.50 ,62.25 ,65.00 ,65.50 ,59.75 ,71.00 
42,27.25 ,31.75 ,39.00 ,45.75 ,58.75 ,63.50 ,66.25 ,66.50 ,60.75 ,72.00 
43,28.00 ,32.50 ,39.75 ,46.75 ,59.75 ,64.75 ,67.50 ,67.50 ,61.75 ,73.00 
44,28.50 ,33.00 ,40.50 ,47.50 ,61.00 ,66.00 ,68.75 ,68.50 ,62.75 ,74.25 
45,29.00 ,33.75 ,41.25 ,48.50 ,62.25 ,67.25 ,70.00 ,69.50 ,63.75 ,75.25 
46,29.50 ,34.25 ,42.00 ,49.25 ,63.25 ,68.50 ,71.25 ,70.50 ,64.75 ,76.25 
47,30.00 ,35.00 ,42.75 ,50.25 ,64.50 ,69.75 ,72.50 ,71.50 ,65.75 ,77.00 
48,30.75 ,35.50 ,43.50 ,51.00 ,65.75 ,71.25 ,73.75 ,72.50 ,66.75 ,77.50 
49,31.25 ,36.25 ,44.25 ,52.00 ,67.00 ,72.50 ,75.00 ,73.50 ,67.75 ,78.00 
50,31.75 ,36.75 ,45.00 ,52.75 ,68.00 ,73.75 ,76.25 ,74.75 ,69.00 ,78.75 
51,32.25 ,37.50 ,45.75 ,53.75 ,69.25 ,75.00 ,77.50 ,76.00 ,70.25 ,79.50 
52,32.75 ,38.00 ,46.50 ,54.50 ,70.50 ,76.25 ,78.75 ,77.00 ,71.50 ,80.50 
53,33.25 ,38.75 ,47.25 ,55.50 ,71.50 ,77.50 ,80.00 ,78.00 ,72.75 ,81.50 
54,33.75 ,39.25 ,48.00 ,56.25 ,72.75 ,78.75 ,81.25 ,79.00 ,74.00 ,82.50 
55,34.25 ,40.00 ,48.75 ,57.25 ,73.75 ,80.00 ,82.50 ,80.25 ,75.25 ,83.75 
56,34.75 ,40.50 ,49.50 ,58.00 ,75.00 ,81.25 ,83.75 ,81.25 ,76.25 ,85.25 
57,35.25 ,41.25 ,50.25 ,59.00 ,76.25 ,82.50 ,85.00 ,82.25 ,77.25 ,86.75 
