Exceed,132,133,134,135,136,137,138
Letter,10.25,10.75,11.50,11.75,12.00,12.25,12.50
1,12.00,13.25,16.25,17.25,17.75,18.50,19.25
2,13.00,14.25,18.00,19.00,19.75,20.75,21.25
3,13.75,15.25,19.75,21.00,21.75,22.75,23.25
4,14.50,16.25,21.75,22.75,23.75,24.75,25.25
5,15.25,17.25,23.50,24.75,25.75,26.75,27.50
6,16.00,18.00,25.25,26.75,28.00,29.00,29.75
7,16.75,18.75,27.00,28.75,30.25,31.25,31.75
8,17.50,19.50,29.00,30.75,32.50,33.25,33.75
9,18.00,20.50,31.00,32.75,34.50,35.25,35.75
10,18.75,21.50,32.75,34.75,36.50,37.25,38.00
11,19.25,22.50,34.50,36.50,38.50,39.25,40.00
12,20.00,23.25,36.25,38.25,40.25,41.00,42.00
13,20.75,24.00,38.00,40.00,42.00,42.75,44.00
14,21.25,25.00,39.50,41.50,43.50,44.50,46.00
15,22.00,25.75,41.00,43.00,45.00,46.25,47.75
16,22.50,26.50,42.25,44.50,46.50,48.00,49.50
17,23.25,27.50,43.50,46.00,48.00,49.50,51.25
18,24.00,28.25,44.75,47.50,49.50,51.00,52.75
19,24.75,29.00,46.25,48.75,50.75,52.25,54.25
20,25.25,29.75,47.75,50.00,52.00,53.50,55.75
21,26.00,30.50,49.00,51.25,53.25,54.75,57.00
22,26.75,31.00,50.25,52.75,54.75,56.00,58.25
23,27.25,31.75,51.50,54.00,56.00,57.25,59.50
24,28.00,32.50,53.00,55.50,57.50,58.50,60.75
25,28.75,33.25,54.25,57.00,58.75,59.75,62.00
26,29.50,33.75,55.50,58.50,60.00,61.00,63.25
27,30.00,34.50,57.00,59.75,61.25,62.25,64.50
28,30.75,35.00,58.50,61.00,62.50,63.50,66.00
29,31.50,35.75,59.75,62.50,63.75,65.00,67.50
30,32.00,36.50,61.00,64.00,65.25,66.50,69.00
31,32.75,37.25,62.25,65.50,66.75,68.00,70.50
32,33.50,38.00,63.75,67.00,68.00,69.50,72.00
33,34.25,38.50,65.25,68.50,69.50,71.00,73.50
34,34.75,39.25,66.75,70.00,71.00,72.50,75.00
35,35.50,39.75,68.25,71.50,72.50,74.00,76.50
36,36.00,40.50,69.50,73.00,74.00,75.50,78.25
37,36.75,41.25,71.00,74.50,75.50,77.25,80.00
38,37.50,42.00,72.25,76.25,77.25,78.75,81.75
39,38.00,42.75,73.50,78.00,78.75,80.50,83.25
40,38.75,43.50,75.00,79.50,80.50,82.00,84.75
41,39.25,44.25,76.50,81.00,82.00,83.50,86.50
42,40.00,45.25,78.00,82.50,83.50,85.00,88.25
43,40.75,46.25,79.25,83.75,85.00,86.50,90.00
44,41.50,47.25,80.75,85.00,86.50,88.25,91.50
45,42.25,48.00,82.00,86.25,88.00,89.75,93.00
46,43.00,49.00,83.50,87.50,89.50,91.25,94.50
47,43.75,50.00,84.75,88.75,91.00,92.75,96.00
48,44.50,51.00,86.25,90.00,92.50,94.25,97.75
49,45.25,52.00,87.75,91.25,94.00,95.75,99.50
50,46.00,53.00,89.00,92.50,95.50,97.50,101.00
51,46.75,54.00,90.50,93.75,97.00,99.25,102.75
52,47.75,55.00,91.75,95.25,98.75,101.00,104.25
53,48.50,56.00,93.00,96.75,100.25,102.75,106.00
54,49.50,57.00,94.25,98.25,101.75,104.50,107.75
55,50.25,58.25,95.75,99.75,103.50,106.25,109.50
56,51.25,59.50,97.00,101.25,105.00,108.25,111.50
57,52.00,60.75,98.50,102.75,106.75,110.00,113.50
58,53.00,62.00,100.00,104.25,108.50,111.75,115.50
59,54.00,63.25,101.50,105.75,110.25,113.50,117.50
60,55.00,64.50,103.00,107.50,112.00,115.50,119.75
61,56.00,65.75,104.50,109.25,113.75,117.50,122.00
62,57.00,67.00,106.25,111.00,115.50,119.50,124.25
63,58.00,68.25,108.00,112.75,117.25,121.50,126.50
64,59.25,69.50,109.75,114.50,119.25,123.50,128.75
65,60.25,71.00,111.25,116.50,121.25,125.50,131.00
66,61.25,72.25,112.75,118.50,123.00,127.50,133.00
67,62.25,73.50,114.50,120.25,125.00,129.75,135.25
68,63.50,75.00,116.25,122.25,127.00,131.75,137.25
69,64.75,76.50,118.00,124.25,129.00,133.75,139.50
70,66.00,77.75,119.75,126.25,131.00,136.00,141.75
71,67.00,79.00,121.50,128.25,132.75,138.25,144.00
72,68.25,80.50,123.25,130.25,134.75,140.50,146.25
73,69.25,82.00,125.25,132.00,136.75,142.75,148.50
74,70.50,83.50,127.25,133.75,138.75,145.00,150.75
75,71.75,84.75,129.25,135.75,140.75,147.00,153.00
76,73.00,86.00,131.25,137.50,142.75,149.25,155.00
77,74.25,87.50,133.25,139.50,144.75,151.50,157.00
78,75.50,89.00,135.25,141.50,146.75,153.50,159.25
79,76.50,90.50,137.25,143.25,149.00,155.50,161.50
80,77.75,92.00,139.50,145.25,151.00,157.50,163.75
81,79.00,93.50,141.75,147.25,153.00,159.75,165.75
82,80.25,95.00,143.75,149.25,155.00,161.75,167.75
83,81.50,96.50,145.75,151.00,157.00,163.75,170.00
84,82.50,98.00,147.75,153.00,159.00,165.75,172.25
85,83.75,99.75,149.75,154.75,161.00,167.75,174.25
86,84.75,101.25,151.75,156.75,163.00,170.00,176.25
87,85.75,102.75,153.50,158.75,165.00,172.00,178.25
88,86.75,104.25,155.25,160.75,167.00,174.00,180.50
89,88.00,105.75,157.00,162.50,169.00,176.00,182.75
90,89.00,107.25,159.00,164.25,171.00,178.00,185.00
91,90.00,108.75,160.75,166.00,173.00,180.25,187.00
92,91.25,110.25,162.50,167.75,175.00,182.25,189.00
93,92.25,111.75,164.25,169.75,176.75,184.25,191.25
94,93.25,113.00,166.00,171.50,178.75,186.25,193.25
95,94.50,114.25,167.75,173.25,180.75,188.25,195.50
96,95.50,115.50,169.50,175.00,182.50,190.25,197.50
97,96.50,116.75,171.25,176.75,184.50,192.25,199.50
98,97.50,118.25,173.00,178.50,186.25,194.00,201.50
99,98.75,119.50,174.75,180.25,188.00,196.00,203.50
100,99.75,120.75,176.25,182.00,190.00,197.75,205.50
101,100.75,122.00,177.75,183.75,191.75,199.50,207.50
102,102.00,123.25,179.50,185.50,193.50,201.50,209.50
103,103.00,124.50,181.00,187.25,195.50,203.50,211.50
104,104.00,125.75,182.75,189.00,197.25,205.50,213.50
105,105.25,127.00,184.50,190.75,199.00,207.25,215.50
106,106.25,128.50,186.25,192.50,201.00,209.25,217.50
107,107.25,129.75,188.00,194.25,203.00,211.25,219.50
108,108.25,131.00,189.75,196.00,205.00,213.25,221.75
109,109.50,132.25,191.50,197.75,207.00,215.25,223.75
110,110.50,133.50,193.25,199.50,208.75,217.25,225.75
111,111.50,134.75,195.00,201.50,210.75,219.25,227.75
112,112.75,136.25,196.75,203.50,212.75,221.25,229.75
113,113.75,137.50,198.50,205.25,214.50,223.25,232.00
114,114.75,138.75,200.25,207.00,216.25,225.25,234.00
115,115.75,140.00,202.00,208.75,218.25,227.00,236.00
116,116.75,141.25,203.75,210.75,220.00,229.00,238.00
117,117.75,142.50,205.50,212.50,222.00,231.00,240.00
118,118.75,143.75,207.25,214.25,224.00,233.00,242.25
119,119.75,144.75,209.00,216.00,225.75,235.00,244.25
120,120.75,145.75,211.00,217.75,227.75,237.00,246.25
121,121.75,147.00,212.75,219.50,229.75,239.00,248.25
122,122.75,148.00,214.50,221.50,231.75,241.00,250.25
123,123.75,149.25,216.25,223.25,233.50,243.00,252.50
124,124.75,150.50,218.00,225.00,235.50,245.00,254.50
125,125.75,151.75,219.75,226.75,237.25,247.00,256.50
126,126.75,153.00,221.50,228.50,239.25,248.75,258.50
127,127.75,154.25,223.25,230.25,241.25,250.75,260.50
128,128.50,155.50,224.75,232.25,243.00,252.75,262.75
129,129.50,156.75,226.50,234.00,244.75,254.75,265.00
130,130.50,158.00,228.25,235.75,246.50,256.75,267.00
131,131.50,159.25,230.00,237.50,248.50,258.75,269.00
132,132.50,160.50,231.75,239.25,250.25,260.75,271.00
133,133.50,161.75,233.50,241.25,252.25,262.75,273.25
134,134.50,162.75,235.25,243.00,254.25,264.75,275.25
135,135.25,163.75,237.00,244.75,256.00,266.75,277.25
136,136.00,164.75,238.75,246.50,258.00,268.75,279.25
137,136.75,165.75,240.50,248.25,260.00,270.75,281.25
138,137.50,166.50,242.25,250.00,262.00,272.75,283.50
139,138.25,167.25,244.00,252.00,264.00,274.75,285.50
140,139.00,168.00,245.75,253.75,266.00,276.75,287.50
141,139.50,168.75,247.50,255.50,267.75,278.75,289.50
142,140.00,169.25,249.00,257.25,269.75,280.50,291.50
143,140.50,170.00,250.50,259.00,271.75,282.50,293.75
144,141.00,170.50,252.00,261.00,273.50,284.50,295.75
145,141.75,171.25,253.50,263.00,275.50,286.50,297.75
146,142.25,172.00,254.75,264.75,277.25,288.50,299.75
147,142.75,172.75,256.00,266.50,279.00,290.50,301.75
148,143.25,173.50,257.25,268.25,280.75,292.50,304.00
