Exceed,102,103,104,105,106,107,108,124,125,126
Letter,11.75,12.50,13.25,13.50,13.75,14.00,14.25,14.75,14.75,20.50
1,14.00,15.50,18.50,19.50,20.50,21.25,21.75,23.25,23.25,33.25
2,15.00,16.50,20.75,21.75,22.75,23.50,24.25,25.75,25.75,35.75
3,16.00,17.50,22.75,24.00,25.00,25.75,26.50,28.00,28.00,38.00
4,17.00,18.75,24.75,26.25,27.25,28.25,29.00,30.25,30.25,40.25
5,18.00,19.75,26.75,28.50,29.75,30.75,31.25,32.75,32.75,42.75
6,18.75,20.75,29.00,30.75,32.00,33.00,33.75,35.00,35.00,45.00
7,19.50,21.75,31.00,33.00,34.50,35.50,36.25,37.25,37.25,47.25
8,20.25,22.75,33.00,35.25,37.00,38.00,38.75,39.50,39.50,49.50
9,21.00,23.75,35.25,37.50,39.25,40.25,41.00,41.75,41.75,51.75
10,21.75,24.75,37.50,39.50,41.50,42.50,43.25,43.75,43.75,53.75
11,22.50,26.00,39.50,41.50,43.75,44.75,45.75,46.00,46.00,56.00
12,23.25,27.00,41.50,43.50,46.00,47.00,48.00,48.25,48.25,58.25
13,24.00,28.25,43.50,45.50,48.00,49.00,50.25,50.75,50.75,60.75
14,24.75,29.25,45.25,47.50,49.75,51.00,52.50,53.00,53.00,63.00
15,25.50,30.25,47.00,49.25,51.50,52.75,54.50,55.25,55.25,65.25
16,26.25,31.25,48.50,51.00,53.25,54.50,56.50,57.25,57.25,67.25
17,27.00,32.25,50.00,52.75,55.00,56.25,58.50,59.00,59.00,69.00
18,28.00,33.00,51.50,54.25,56.50,58.00,60.25,60.75,60.75,70.75
19,28.75,33.75,53.00,55.75,58.00,59.75,62.00,62.25,62.25,72.25
20,29.50,34.50,54.50,57.25,59.50,61.25,63.50,63.75,63.75,73.75
21,30.25,35.25,56.00,58.75,61.00,62.75,65.00,65.25,65.25,75.25
22,31.00,36.00,57.50,60.25,62.50,64.25,66.50,66.75,66.75,76.75
23,31.75,36.75,59.00,61.75,64.00,65.75,68.00,68.25,68.25,78.25
24,32.50,37.75,60.50,63.25,65.50,67.25,69.25,69.50,69.50,79.50
25,33.25,38.50,62.00,64.75,67.00,68.50,70.50,70.75,70.75,80.75
26,34.25,39.25,63.50,66.50,68.50,69.75,72.00,72.25,72.25,82.25
27,35.00,40.00,65.00,68.25,70.00,71.00,73.50,73.75,73.75,83.75
28,35.75,40.75,66.75,70.00,71.50,72.50,75.25,75.50,75.50,85.50
29,36.50,41.50,68.25,71.50,73.00,74.00,77.00,77.25,77.25,87.25
30,37.25,42.25,69.75,73.00,74.50,75.75,78.75,79.00,79.00,89.00
31,38.00,43.25,71.25,74.75,76.00,77.50,80.50,80.75,80.75,90.75
32,38.75,44.00,73.00,76.50,77.50,79.25,82.25,82.50,82.50,92.50
33,39.75,44.75,74.75,78.25,79.25,81.00,84.00,84.25,84.25,94.25
34,40.50,45.75,76.25,80.00,81.00,82.75,85.75,86.00,86.00,96.00
35,41.25,46.50,78.00,81.75,82.75,84.50,87.75,88.00,88.00,98.00
36,42.00,47.25,79.50,83.50,84.50,86.25,89.50,89.75,89.75,99.75
37,42.75,48.00,81.00,85.25,86.25,88.25,91.25,91.50,91.50,101.50
38,43.50,48.75,82.50,87.00,88.00,90.00,93.25,93.50,93.50,103.50
39,44.25,49.75,84.00,88.75,89.75,92.00,95.00,95.25,95.25,105.25
40,45.00,50.75,85.75,90.50,91.50,93.75,97.00,97.25,97.25,107.25
41,45.75,51.75,87.50,92.25,93.25,95.50,99.00,99.25,99.25,109.25
42,46.50,52.75,89.00,94.00,95.00,97.50,101.00,101.25,101.25,111.25
43,47.25,53.75,90.50,95.50,96.75,99.25,102.75,103.00,103.00,113.00
44,48.25,54.75,92.25,97.00,98.50,101.00,104.50,104.75,104.75,114.75
45,49.25,55.75,93.75,98.50,100.25,102.75,106.25,106.50,106.50,116.50
46,50.25,56.75,95.25,100.00,102.00,104.25,108.25,108.50,108.50,118.50
47,51.00,57.75,96.75,101.50,103.75,106.00,110.00,110.25,110.25,120.25
48,51.75,58.75,98.50,103.00,105.50,107.75,111.75,112.00,112.00,122.00
49,52.50,60.00,100.25,104.50,107.25,109.50,113.50,113.75,113.75,123.75
50,53.50,61.25,101.75,106.00,109.25,111.25,115.25,115.50,115.50,125.50
51,54.50,62.50,103.25,107.50,111.00,113.25,117.25,117.50,117.50,127.50
52,55.50,64.00,104.75,109.00,112.75,115.25,119.25,119.50,119.50,129.50
53,56.50,65.25,106.25,110.50,114.50,117.25,121.25,121.50,121.50,131.50
54,57.50,66.50,108.00,112.00,116.50,119.50,123.25,123.50,123.50,133.50
